Question_ID,Question,GreedyDist+PR
850,"Hi doctor, I have been feeling chest pain and difficulty in breathing lately. My heartbeat also feels irregular at times.",9
851,"Doctor, I have an ingrown toenail and it's really painful. What medications do I need to take?",13
852,"Hi doctor, I have been experiencing difficulty breathing and coughing up phlegm lately. My doctor thinks it might be pulmonary eosinophilia. What medication do I need to take?",13
853,"Doctor, I have an open wound on my hip and I'm not sure what medication I need to take for it. Can you please help me?",2
854,"Hi Doctor, I have been experiencing some discomfort in my eyes lately. I went to the optometrist and was told that I have a corneal disorder. What are the medications I should take?",7
855,"Doctor, I think I have a foreign object stuck in my GI tract. It's been causing me a lot of discomfort.",14
856,"Hi doctor, I think I have Endophthalmitis. What medications should I take?",5
857,"Hi doctor, I have been experiencing difficulty digesting and absorbing nutrients from my food. My stools are also frequently loose and greasy.",15
858,"Doctor, I think I have lead poisoning.",31
859,"Doctor, I have these small growths on my hands and feet that are painful and look like small cauliflower tops.",12
860,"Doctor, I have been experiencing excessive sweating lately. It's been getting very inconvenient and uncomfortable for me. ",10
861,"Doctor, I think I had a stroke, my speech is slurred and my face is drooping.",4
862,"Hi Doctor, I think I might have a pilonidal cyst. It's been really painful and uncomfortable lately.",15
863,"Hi doctor, I recently had a crushing injury and I'm experiencing a lot of pain and discomfort. What medications do I need to take?",16
864,"Hi Doctor, I have been experiencing problems with my memory and balance lately. I also feel like my bladder is not emptying completely.",7
865,"Hi doctor, I have been losing hair rapidly for the past few months. I think I might have Alopecia. What should I do?",5
866,"I have recently been diagnosed with Hashimoto thyroiditis, what medication do you recommend?",15
867,"Doctor, I have been diagnosed with Nonalcoholic liver disease (NASH). What medication do I need to take?",8
868,"Doctor, I am suffering from Hemarthrosis. What should I take to recover from this?",30
869,"Hi doctor, I have been experiencing discomfort and pain in my pelvic area lately. My pelvic organs seem to have prolapsed and it is causing discomfort while standing and walking. What medications can help alleviate my symptoms?",15
870,"Doctor, I fell down and hurt my arm. The X-rays confirmed that I have a fracture. What medications do I need to take?",3
871,"Doctor, I have been experiencing excessive bleeding lately, especially when I get a cut or scratch on my skin. I am worried that I may have a bleeding disorder.",4
872,I have been diagnosed with Intracranial hemorrhage. What medication do I need to take?,12
873,"Doctor, I have been experiencing muscle weakness, irregular heartbeat, and fatigue. The tests showed that I have high levels of potassium in my blood. What medications should I take to treat my hyperkalemia?",12
874,"Doctor, I have been experiencing pain and irritation in my eyes lately. Upon getting it checked, I was told that I have a cornea infection. What medication do I need to take for this?",9
875,"Doctor, I'm suffering from an abscess of the lung, what medications do I need to take?",14
876,"Doctor, I've been feeling really weak and I have a high fever. I also have body aches and a skin rash. Could it be dengue fever?",18
877,"Hello doctor, I have been experiencing constant congestion and headaches, and I was told that I have chronic sinusitis. Can you please prescribe me some medications for it?",11
878,"Doctor, I have been experiencing pain and swelling in my ear for the past few days.",5
879,"Doctor, I have been experiencing severe abdominal pain and bloating that won't go away. I went to the hospital and they told me I have Volvulus. What are the required medications for this?",10
880,"Doctor, I injured my finger and it's swollen and painful. What medications do I need to take?",13
881,"Hello doctor, I think I have been poisoned due to excessive use of painkillers.",11
882,"Doctor, I have been experiencing irregular heartbeats and shortness of breath. I am concerned that I may have Atrial Fibrillation. What medication do you recommend?",9
883,"Doctor, I think I have a pinworm infection. It's very itchy around my anus at night.",2
884,I have been diagnosed with Urethral valves. What medications should I be taking?,11
885,"Doctor, I have an open wound on my neck and it's not healing properly. What should I do?",6
886,"Doctor, I have been experiencing difficulty swallowing and have been told that I have something called achalasia. What medicines should I be taking for this condition?",11
887,"Doctor, I am having trouble hearing properly. I have been having this problem for a while now and I think I might be suffering from conductive hearing loss. ",5
888,"Doctor, I have been diagnosed with an abdominal hernia. Can you prescribe me the required medication please?",17
889,"I have cerebral palsy, what medications do I need?",3
890,"Doctor, I think I have been abusing marijuana for a long time now, and it's really affecting my life. What medications can help me with this?",12
891,"Doctor, I was recently diagnosed with cryptococcosis. What type of medication do I need to take?",4
892,"Doctor, I have been struggling with my weight for a long time now, and I have tried many diet and exercise programs, but nothing seems to be working.",17
893,"Doctor, I'm experiencing a lot of discomfort in my upper abdomen after eating. I feel bloated and nauseous too. What could be the problem?",11
894,"Doctor, I have been experiencing swelling and pain in my elbow. It hurts a lot even when I'm not moving it.",17
895,"Doctor, I have been diagnosed with esophageal cancer. What medications do I need to take?",9
896,"Doctor, I have been experiencing shortness of breath and cough for the past few days. I feel like there is a lot of fluid buildup in my lungs, and it's getting hard for me to breathe.",10
897,"Hi doctor, I think I have juvenile rheumatoid arthritis.",5
898,"Doctor, I have been diagnosed with Actinic keratosis. What medication do I need?",6
899,I have been having ear pain and discharge. I think I might have acute otitis media. ,16
900,"Doctor, I have been having trouble with my vision lately. It's blurry and I see distorted images. I was diagnosed with astigmatism a few months ago. What medications do you think should help me with this?",15
