Question_ID,Question,GreedyDist,GreedyDist_distance,GreedyDist_subgraph,GreedyDist_subgraph_distance
1955,"Doctor, I have been experiencing a dry and flaky scalp along with acne and pimples on my head. What could be wrong with me?",52,2,52,2
1956,"Doctor, I have been experiencing skin swelling and itching of skin. What could be the problem?",19,2,19,2
1957,"Doctor, I've been experiencing palpitations, warts, and heartburn lately. What could be the reason for this?",33,2,33,2
1958,"Doctor, I have been feeling hot all the time and I've gained some weight recently. What's wrong with me?",43,2,43,2
1959,"Doctor, I have been experiencing heavy menstrual flow lately. What could be the cause?",176,3,176,3
1960,"Hi doctor, I have been feeling hot lately and also experiencing premenstrual tension and irritability. Additionally, I have noticed some warts on my fingers. What could be the reason behind all this?",18,1,15,1
1961,"Doctor, I've been having these strange symptoms lately. I've noticed that I have warts on my hands and feet, my periods have been abnormally heavy, and I'm always feeling hot.",185,3,185,3
1962,"Hi Doctor, I've been having some issues lately. My eyes feel strained all the time, I get cramps and spasms, my feet and toes feel stiff, and I've gained some weight recently. What could be wrong with me?",156,2,156,2
1963,"Hi Doctor, I've been having knee pain and foot pain recently.",196,5,196,5
1964,"Doctor, I am having problems with movement and often feel pain in my feet, ankle, and toes. They also feel stiff and tight all the time.",173,2,173,2
1965,"Doctor, I have been having foot and toe pain, and my feet seem to be turned inwards. I am also experiencing some problems with movement. What could be causing this?",162,3,162,3
1966,"Doctor, I have been having some problems with movement, especially when walking. My feet feel very heavy and they tire easily. What could be wrong?",152,5,152,5
1967,"Doctor, I have been experiencing regurgitation, joint pain, nosebleeds, nausea, and diarrhea. Do you have any idea what might be wrong?",63,2,63,2
1968,"Doctor, I have been experiencing sharp abdominal pain, weight gain, paresthesia, and nosebleeds. What could be wrong with me?",82,2,82,2
1969,"Hello doctor, I have been experiencing chills and nausea for the past few days. ",159,3,159,3
1970,"Doctor, I have been experiencing paresthesia lately. What could be causing it?",95,3,95,3
1971,"Doctor, I'm having problems with movement, frequent urination, an ache all over, and I've noticed a knee lump and stiffness. What's wrong with me?",19,1,17,1
1972,"Doctor, I have a lump on my knee and it's difficult for me to move my knee. I also experience spasms on my elbow, stiffness on my knee and shoulder pain. What could be the problem?",96,2,96,2
1973,"Doctor, I have been experiencing knee pain and I am having some problems with movement as well. ",183,5,183,5
1974,"Doctor, I'm having problems with movement and my knee feels stiff and tight. What could be causing this? ",60,2,60,2
1975,"Doctor, my knee and ankle have been swelling up and feeling really stiff lately, what do you think could be the problem?",71,2,71,2
1976,"Doctor, I have been experiencing frequent urination for a while now and also noticed blood in my urine. I also have to wake up frequently at night to urinate. ",19,2,19,2
1977,"Doctor, I have been experiencing some symptoms lately. My bladder feels full all the time, and I am experiencing involuntary urination. I also seem to be urinating excessively at night and have to frequently visit the bathroom during the day. What could be the problem?",39,2,39,2
1978,"Doctor, I have been noticing blood in my urine recently. What could be causing this?",88,2,88,2
1979,"Doctor, I am experiencing symptoms of bladder discomfort, excessive urination at night, vaginal discharge, and even blood in my urine. What could be causing this?",56,2,56,2
1980,"I have been experiencing intermenstrual bleeding, vaginal pain, suprapubic pain, and excessive urination at night. What could be causing these symptoms?",37,2,37,2
1981,"Doctor, I am experiencing a lot of pain in my arm and my wrist is swollen. What could be the problem?",104,3,104,3
1982,"Doctor, I have been having arm stiffness and tightness along with arm and elbow swelling and pain. What could be the problem?",47,2,47,2
1983,"Doctor, my wrist is swelling and it hurts a lot. What could be the problem?",98,3,98,3
1984,"Doctor, I am experiencing wrist pain, elbow stiffness, arm pain, wrist stiffness, and shoulder stiffness. What could be causing these symptoms?",79,2,79,2
1985,"Doctor, I have been experiencing wrist swelling, arm pain, shoulder pain, elbow stiffness or tightness, and shoulder stiffness or tightness. What could be wrong?",65,2,65,2
1986,"Doctor, I've been coughing up blood lately. What could be the reason?",99,3,99,3
1987,"Doctor, I am experiencing some symptoms that are concerning me. I'm having blood in my urine and vaginal pain. Additionally, my legs and knees are swelling up and I am coughing up blood.",46,2,46,2
1988,"Doctor, I have been experiencing leg swelling and also I had early onset of menopause. What could be the reason for these symptoms?",193,3,193,3
1989,"Doctor, I have been experiencing eye redness and lymphedema. Do you know what is happening to me?",154,3,154,3
1990,"Doctor, I have been experiencing leg pain recently. ",127,5,127,5
1991,"Doctor, I have been experiencing disturbance of memory, vomiting, and headache lately, what could be the reason for this? ",181,5,181,5
1992,"Doctor, I have been experiencing problems with movement, vomiting, headache, joint pain, and dizziness. ",95,2,95,2
1993,"Doctor, I've been having difficulty speaking and I also have been experiencing vomiting.",171,3,171,3
1994,"Doctor, I have been experiencing nausea, sharp abdominal pain, depressive or psychotic symptoms, feeling ill and my heart rate has been decreasing lately. What could be the problem?",149,2,149,2
1995,"Doctor, I have been feeling really sick lately. I am experiencing depressive and psychotic symptoms, as well as feeling nauseous and dizzy. What could be causing this?",95,2,95,2
1996,"Doctor, I have been experiencing sharp chest pain, weakness, shortness of breath, dizziness and even some depressive and psychotic symptoms. Can you please tell me what's wrong with me?",100,2,100,2
1997,"Doctor, I have been experiencing decreased heart rate lately, what could be the cause of this?",87,3,87,3
1998,"Doctor, I have been vomiting a lot lately, what could be the problem?",184,3,184,3
1999,"Hello Doctor, I'm here because I'm having some problems with my eye. There are spots and clouds in my vision, and my eye is swollen and red. I'm also experiencing diminished vision. Can you tell me what's wrong with my eye?",146,3,146,3
2000,"Doctor, I have been experiencing itchiness in my eye and a lot of lacrimation. What could be the problem? ",61,5,61,5
2001,"Doctor, recently I've been having some trouble with my eyes. I see spots or clouds in my vision and my eyes sometimes burn or sting. What do you think could be the problem?",74,3,74,3
2002,"Doctor, my eye has been feeling really itchy lately. ",138,3,138,3
2003,"Doctor, my eye is really bothering me. It's swollen, my lip is also swollen, and my eye is really itchy.",104,2,104,2
2004,"Doctor, I have been experiencing shortness of breath, wrist weakness, depressive symptoms, hemoptysis, and vomiting. What could be wrong with me?",106,2,106,2
2005,"Doctor, I have been coughing up blood and my weight has been increasing a lot lately. Do you have any idea what might be causing this?",17,2,17,2
2006,"Doctor, I have been experiencing vomiting, cough, sharp chest pain, and back pain. What could be the problem?",116,5,116,5
2007,"Doctor, I've been experiencing shortness of breath, drainage in my throat, weakness in my wrist, and I've been coughing up blood. What could be the problem?",60,2,60,2
2008,"Doctor, I have been experiencing excessive growth and headaches lately. Do you have any idea what might be causing this?",178,3,178,3
2009,"Doctor, I am having shoulder cramps or spasms. What could be the reason behind it?",167,3,167,3
2010,"Doctor, I am experiencing shoulder cramps, pain in my eye, and I have been running a fever for the past few days. What could be wrong with me?",80,2,80,2
2011,"Doctor, I have been experiencing wrist pain and I have noticed a lump on my knee. What could be causing this?",22,3,22,3
2012,"Doctor, I have been having a sore throat for a few days now and also experiencing shoulder cramps and wrist pain. What could be the reason?",182,3,182,3
2013,"Doctor, I have been experiencing ear pain for quite some time now. ",188,5,188,5
2014,"Doctor, I've been experiencing sinus congestion, ear pain, and headaches for a while now. What could be wrong with me?",113,2,113,2
2015,"Doctor, I've been having a sore throat and sinus congestion for a while now. What could be causing this?",190,3,190,3
2016,"Doctor, I have been experiencing sinus congestion and painful sinuses for quite some time now. Also, I have congestion in my chest and coryza. What could be the problem?",25,2,25,2
2017,"Doctor, I have been experiencing some congestion in my chest along with facial pain and frontal headache. What could be the problem?",59,2,59,2
