Question_ID,Question,Greedy,GreedyDist,GreedyGen
1267,"Hi doctor, I'm experiencing vision problems in my right eye. The eye seems weaker and I'm having a hard time focusing.",429,45,1123
1268,"Hello doctor, I just received the news that I have been diagnosed with Meckel diverticulum, can you prescribe me some medication?",160,86,1123
1269,"Hi Doctor, I think I dislocated my wrist while playing football. It's really painful, and I can't move it much.",206,37,1123
1270,"Hi doctor, I think I have damaged my ear drum. I have been experiencing pain and some discharge from my ear.",1123,132,1080
1271,"Doctor, I have been having trouble with maintaining an erection during sex. ",1123,98,906
1272,"Doctor, I have been noticing some blood in my urine. It's been happening for a couple of days now. ",429,11,1123
1273,"Doctor, I have been diagnosed with kidney disease due to longstanding hypertension. What medications do I need to take?",1123,133,1123
1274,"Hi Doc, I've been experiencing knee pain for a while now and it hurts even more when I climb stairs or do any kind of physical activity.",647,20,1123
1275,"Hi Doctor, I'm suffering from Onychomycosis. What medication do you recommend?",1123,134,1123
1276,"Doctor, I think I have some sort of urethral disorder. I feel a burning sensation while urinating and have to go frequently.",429,16,1123
1277,"Hi doctor, I think I might have Lyme disease.",304,187,1061
1278,"Hi doctor, I've been feeling very tired and weak lately, and my skin has been looking pale. I'm not sure what's wrong.",1123,19,1123
1279,"Doctor, I have been having difficulty breathing and I feel like I'm suffocating. I was recently diagnosed with acute respiratory distress syndrome (ARDS). What medications do I need to take?",647,23,1112
1280,"Hi Doctor, I have been diagnosed with toxic multinodular goiter. What medication will be required?",1123,184,1103
1281,"Doctor, I have an open wound on my finger that's been bothering me for a few days. It's really painful and swollen.",206,56,1123
1282,"Doctor, I have been experiencing a lot of sweating, lightheadedness, and digestion issues. I think I have some sort of autonomic nervous system disorder. What medications can I take for this?",647,54,1123
1283,"Hi doctor, I have a psychosexual disorder and I'm not sure what kind of medications I need to take for it.",647,132,1123
1284,"Hi doctor, I am feeling very weak and tired all the time. I also noticed that I have pale skin and shortness of breath. What could be the problem?",250,34,1123
1285,"Doctor, I've been experiencing some pain and swelling in my elbow. The area feels very tender and sore. ",429,22,1123
1286,"Hello doctor, I think I might have caught a common cold. I'm having trouble breathing, have a stuffy nose and coughing a lot. What should I do?",1123,22,1123
1287,"Hi doctor, I have been feeling weaker lately and have been having difficulty with my balance. I was diagnosed with amyotrophic lateral sclerosis (ALS) a few months ago. What medications do I need to take?",647,22,1123
1288,"Hi Doctor, I have been diagnosed with central retinal artery or vein occlusion. ",1123,85,1123
1289,"Hi doctor, I have been experiencing irregular rapid heartbeats for a while now, and I am really worried. Can you please help me?",304,130,1123
1290,"I have been experiencing discomfort in my legs, and I recently found out that I have venous insufficiency. What medication do I need to take?",647,45,1123
1291,"Hi doctor, I have been experiencing some vaginal discharge and itching recently. I also have pain during urination. Can you tell me what's wrong with me and what medications do I need to take?",429,15,1116
1292,"Hi doctor, I have been having a lot of trouble with acne lately, it's been really affecting my self-confidence.",1123,175,1123
1293,"Hi doctor, I have been struggling with drug abuse for a while now and I was wondering if there is any medication that can help me?",647,119,1113
1294,I have trouble urinating and it's really painful. ,304,13,1116
1295,"Hi doctor, I have been experiencing excessive thirst and urination, and I suspect I might have diabetes insipidus.",1123,40,1123
1296,"Doctor, I have been experiencing a lot of discomfort and redness in my eyes. I think I might have Iridocyclitis, could you please recommend some medication for this?",1123,20,1123
1297,"Doctor, I've been diagnosed with Varicocele of the testicles. What medications do I need to take?",1123,175,1123
1298,"Hi doctor, I've recently been diagnosed with a fractured foot. What medications do I need to take?",647,126,1123
1299,"Doctor, I have been feeling a consistent pain in my lower abdomen for the past few days. I went to get an ultrasound and the results showed that I have an ovarian cyst. What medication do you recommend for this?",72,41,1123
1300,"Doctor, I think I might have chlamydia. ",429,128,891
1301,"Hi doctor, I think I have a parasitic infection. ",89,94,1123
1302,"Hi, Doctor. I have a fracture of the jaw. What medication do I need for this?",647,140,1123
1303,"Hi doctor, I think I have Cytomegalovirus infection. What should I do?",169,76,1123
1304,"Doctor, I have developed a lipoma on my shoulder. What medications would you recommend for it?",1123,108,1123
1305,"Hi doctor, I think I may have a female genitalia infection. ",100,121,1123
1306,"Doctor, I have been diagnosed with pulmonary hypertension. What medications do I need to take?",647,138,1123
1307,"Hi doctor, I was recently diagnosed with a Thyroid Nodule, what medication do I need to take?",647,159,1123
1308,"Doctor, I broke my tooth and it's really hurting. What medication should I take?",1123,114,1123
1309,"Doctor, I have been experiencing symptoms of Dumping Syndrome for the past few weeks, and I'm not sure what medication I should take. ",647,152,1123
1310,"Doctor, I have been experiencing swelling in my lymph nodes and it's very painful. ",647,27,1123
1311,"Doctor, I recently suffered an injury to my face and it's been quite painful. What medications should I take? ",198,49,1123
1312,"Doctor, I have been experiencing shortness of breath and fatigue for quite some time now. After getting checked, I was told that I have aortic valve disease. What medications do I need to take?",647,53,1123
1313,I have been experiencing joint pain and stiffness for some time now. My doctor suspects it might be rheumatoid arthritis. ,429,42,1123
1314,"Doctor, I was diagnosed with a spermatocele, what medication do I need to take?",647,200,1123
1315,I have this red rash on my face and it's been really itchy and painful. It started as a small sore but now it's spreading. I think it might be impetigo.,1123,19,1123
1316,I have been diagnosed with anal fistula. What medication do I need to take?,1123,178,1087
1317,"Doctor, I think I'm suffering from Hypothermia. I am feeling extremely cold and shivering a lot. ",1123,140,1075
1318,"I've been experiencing extreme aggression and irritability lately, and I find it hard to follow instructions or requests from authority figures. ",1123,22,1123
1319,"Doctor, I am having these terrible headaches that I think are migraines. It feels like my head is going to explode, and I can hardly stand the pain. ",647,27,1123
1320,"Doctor, I have been feeling this tingling sensation in my hands and feet for a while now, and my feet have started to feel numb. I think I might have diabetic peripheral neuropathy.",1123,46,1123
1321,"Hi doctor, I'm having some issues with my testicles. I don't feel as energetic as I used to, and my mood seems to be lower. What could be causing this?",1123,21,1123
1322,"Doctor, I have been diagnosed with Gestational Diabetes. What medications will I need to take?",647,28,1123
1323,"Doctor, I have been diagnosed with Hidradenitis suppurativa. Can you suggest some medications for it?",647,165,1123
1324,"Doctor, I have been experiencing fatigue, cough, fever, chest pain, and headache. I was recently diagnosed with Valley fever. Could you please suggest what medications I should take?",1123,56,1123
