Q_ID,Question,Reference_Answer
2172,I have been experiencing a lot of pain in my shoulder that seems to be spreading to my neck. What could be causing this?,"1. **Most Likely Disease:**
Chronic pain disorder. This is because it includes both ""Shoulder pain"" and ""Neck pain"" as symptoms, which are the patient's primary complaints. While other conditions list shoulder pain, chronic pain disorder is the only one that also includes neck pain. Fibromyalgia includes both too. I am going to say Chronic pain disorder because it has a longer list of symptoms which makes it more likely.

2. **Recommended Medication(s):**
Oxycodone
Methadone
Carisoprodol (Soma)
Oxymorphone (Opana)
Diclofenac Topical Product
Milnacipran (Savella)
Cannabis (Schedule I Substance)
Cevimeline (Evoxac)
Sorbitol
Choline

3. **Suggested Medical Test(s):**
Magnetic resonance imaging (Mri)
Lipid panel
Physical therapy exercises (Exercises)
Insertion of catheter or spinal stimulator and injection into spinal canal
Other therapeutic procedures
Other non-OR therapeutic procedures on musculoskeletal system
Physical therapy exercises; manipulation; and other procedures"
4323,"I've been experiencing loss of sensation and pain in my arm, hand and fingers, as well as pain in my foot, toes and ankle. Do you know what could be causing this?","1. **Most Likely Disease:** Thrombophlebitis. This is because the symptoms listed include pain in the arm, hand, fingers, foot, toes, and ankle, and Thrombophlebitis is the only disease that includes pain in all these locations.

2. **Recommended Medication(s):**
    *   Enoxaparin (Lovenox)

3. **Suggested Medical Test(s):**
    *   Radiographic imaging procedure"
4970,"Doctor, I have been experiencing some hip pain, side pain, and difficulty speaking lately, and also some delusions and hallucinations. Could you please tell me what could be causing these symptoms?","1. **Most Likely Disease:** Normal pressure hydrocephalus. This disease accounts for the difficulty speaking along with psychotic symptoms such as delusions and hallucinations. Other diseases are less likely because they do not account for the full combination of symptoms.

2. **Recommended Medication(s):**
    *   Donepezil (Aricept)
    *   Diazepam
    *   Hydrocodone
    *   Naloxone
    *   Ciprofloxacin
    *   Clopidogrel (Plavix)

3. **Suggested Medical Test(s):**
    *   Radiographic imaging procedure
    *   Urinalysis
    *   Physical therapy exercises; manipulation; and other procedures
    *   X-ray computed tomography (Scan ct)
    *   Other diagnostic procedures (interview; evaluation; consultation)"
3467,"Doctor, I have a swollen mass in my neck. It's been there for a few weeks now and it's getting bigger. Can you tell me what's going on? ","Since there is no reference table available, I will answer based on my medical knowledge.

1.  **Most Likely Disease:** Lymphadenitis. A swollen mass in the neck that has been growing for a few weeks is most likely due to lymphadenitis, which is inflammation of the lymph nodes. This is often caused by an infection, either local or systemic. While other possibilities exist (e.g., cysts, tumors), infection is the most common.

2.  **Recommended Medication(s):**
    *   Amoxicillin
    *   Clindamycin
    *   Ibuprofen
    *   Acetaminophen

3.  **Suggested Medical Test(s):**
    *   Complete Blood Count (CBC)
    *   Lymph Node Biopsy
    *   Fine Needle Aspiration (FNA)
    *   Ultrasound
    *   CT scan"
1736,"Doctor, I have noticed bleeding from my eye, spots or clouds in my vision, and my eye has been red. What do you think is wrong with me?","1. **Most Likely Disease:**
Diabetic retinopathy. This is the most likely disease because it includes all three symptoms mentioned by the patient: bleeding from the eye, spots or clouds in vision, and eye redness.

2. **Recommended Medication(s):**
*   Insulin
*   Insulin Glargine (Lantus)
*   Tropicamide Ophthalmic
*   Phenylephrine (Duramax)
*   Insulin, Aspart, Human (Novolog)
*   Brimonidine Ophthalmic
*   Prednisolone Ophthalmic
*   Bevacizumab (Avastin)
*   Rosiglitazone (Avandia)
*   Latanoprost
*   Gatifloxacin (Zymar)
*   Timolol

3. **Suggested Medical Test(s):**
*   Other therapeutic procedures on eyelids; conjunctiva; cornea
*   Ophthalmic examination and evaluation (Eye exam)
*   Ophthalmologic and otologic diagnosis and treatment
*   Hemoglobin A1c measurement (Hemoglobin a1c test)
*   Repair of retinal tear; detachment
*   Other extraocular muscle and orbit therapeutic procedures
*   Other intraocular therapeutic procedures"
4418,"Doctor, I have been experiencing some uterine contractions lately. Is there anything to worry about?","1. **Most Likely Disease:** Postpartum depression. While uterine contractions alone could indicate other issues, the table lists them as a symptom of postpartum depression alongside ""problems during pregnancy,"" which is a very general symptom, and more serious symptoms such as ""Spotting or bleeding during pregnancy"" and ""Pain during pregnancy"". Without any additional information to point towards a specific pregnancy complication, I would favor that diagnosis.

2. **Recommended Medication(s):**
*   Rho(D) Immune Globulin (Rhogam)
*   Propylthiouracil

3. **Suggested Medical Test(s):**
*   Pelvis exam
*   Ultrasonography (Ultrasound)"
1648,"Hi doctor, I've been experiencing some symptoms that are troubling me. My eyes feel heavy, and I seem to have some difficulty focusing. Additionally, I feel like there's some fluid buildup in my ear. What could be causing this?","1. **Most Likely Disease:**
Tinnitus of unknown cause. The symptoms of heavy eyes/difficulty focusing (which could be interpreted as ""Symptoms of eye"") and fluid in the ear align with the symptom list for Tinnitus of unknown cause. While Mastoiditis also includes fluid in the ear, it usually presents with more pronounced ear pain and additional symptoms not mentioned in the prompt.

2. **Recommended Medication(s):**
Azelastine Nasal
Salmeterol
Levocetirizine (Xyzal)
Ginkgo Biloba Extract (Ginkgo)
Iodoquinol
Benzalkonium Chloride Topical
Aluminum Sulfate-Calcium Acetate Topical
Magnesium Chloride
Dexamethasone Ophthalmic
Ciclesonide Nasal
Almotriptan (Axert)

3. **Suggested Medical Test(s):**
Ophthalmologic and otologic diagnosis and treatment
Magnetic resonance imaging (Mri)
Other therapeutic ear procedures
Other physical therapy and rehabilitation
Diagnostic procedures on ear
Diagnostic procedures on nose; mouth and pharynx
Other OR therapeutic nervous system procedures"
3269,"Doctor, I have been experiencing a lot of pain in my eye.","1. **Most Likely Disease:**
Cornea infection. The table lists several potential causes of eye pain, but cornea infection is a common and direct cause. Other entries are either less direct or less common.

2. **Recommended Medication(s):**
Moxifloxacin (Avelox)
Prednisolone Ophthalmic
Erythromycin
Dexamethasone-Tobramycin Ophthalmic
Fluorometholone Ophthalmic

3. **Suggested Medical Test(s):**
Ophthalmic examination and evaluation (Eye exam)
Corneal transplant
Ophthalmologic and otologic diagnosis and treatment
Other therapeutic procedures on eyelids; conjunctiva; cornea
Hematologic tests (Blood test)"
3060,"Doctor, I have been experiencing a lot of pain in my eye lately. ","1. **Most Likely Disease:**

Cornea infection. The patient is experiencing pain in the eye, and cornea infection, pituitary adenoma, chalazion, diabetic retinopathy, and eye alignment disorder can all present with this symptom. However, Cornea infection is slightly more specific and common for eye pain alone based on the provided data.

2. **Recommended Medication(s):**

*   Moxifloxacin (Avelox)
*   Fluorometholone Ophthalmic
*   Dexamethasone-Tobramycin Ophthalmic
*   Atropine (Uaa)
*   Phenylephrine (Duramax)
*   Cyclopentolate Ophthalmic
*   Tropicamide Ophthalmic
*   Insulin

3. **Suggested Medical Test(s):**

*   Ophthalmic examination and evaluation (Eye exam)
*   Ophthalmologic and otologic diagnosis and treatment"
3589,"I have been experiencing pain of the anus, joint pain, nausea and rectal bleeding lately. What could be the issue?","I cannot provide medical advice. The information provided is for informational purposes only and does not substitute professional medical advice, diagnosis, or treatment. Always seek the advice of a qualified healthcare provider for any questions you may have regarding a medical condition. Self-treating can be dangerous."
4240,"Doctor, I have been experiencing incontinence of stool, pain of the anus, low back cramps, and I noticed a mass or swelling around my anus. I also saw some blood in my stool, what could be wrong with me?","1. **Most Likely Disease:** Based on the provided table and symptoms, Spondylitis is a *possible* match, specifically due to the low back cramps and potential for a back mass or lump (although the ""mass"" is described as being around the anus, which makes Spondylitis less likely). However, the presence of incontinence of stool and blood in stool are *not* typical symptoms of spondylitis, making another diagnosis much more probable. Given the limitations of the table and the strong indicators from the full symptom set, I must rely on broader medical knowledge. A more probable diagnosis based on *all* symptoms includes conditions like:
   *   **Rectal Cancer/Colorectal Cancer:** This is a more likely possibility, as it explains the blood in stool, the mass or swelling around the anus, the potential for anal pain, and potentially contributing to stool incontinence due to its impact on bowel function. It is important to note that other sources of blood in stool, such as hemorrhoids or anal fissures, are also possible.
2. **Recommended Medication(s):**
    *   Cyclobenzaprine
    *   Diazepam (Valium)
    *   Carisoprodol (Soma)
    *   Orphenadrine (Flexon)
    *   Methocarbamol
    *   Tizanidine
    *   Bupivacaine
    *   Metaxalone (Skelaxin)
    *   Methadone
    *   Nabumetone
    *   Chlorzoxazone

3. **Suggested Medical Test(s):**
    *   Plain x-ray (X ray)
    *   Physical therapy exercises (Exercises)
    *   Other therapeutic procedures
    *   Insertion of catheter or spinal stimulator and injection into spinal canal
    *   Magnetic resonance imaging (Mri)
    *   Other non-OR or closed therapeutic nervous system procedures
    *   Physical therapy exercises; manipulation; and other procedures"
3699,"Doctor, I am experiencing joint pain, groin pain, lower body pain, and low back pain. What could be wrong with me?","1. **Most Likely Disease:**

Chronic pain disorder. This is because the patient presents with a combination of back pain, low back pain, leg pain, and lower body pain. While some other conditions might have a few overlapping symptoms, chronic pain disorder covers a broader range of the reported symptoms.

2. **Recommended Medication(s):**

*   Oxycodone
*   Methadone

3.  **Suggested Medical Test(s):**

*   Magnetic resonance imaging (Mri)
*   Lipid panel
*   Physical therapy exercises (Exercises)"
992,"Doctor, I think I dislocated my foot during a game of soccer. It's really painful and I can't put any weight on it. What medication should I take?","Based on the limited information in the table, here's an analysis:

1.  **Most Likely Disease:** Fracture of the arm. While the symptom is foot pain, the table explicitly links ""Foot or toe pain"" to ""Fracture of the arm"". This is based *solely* on the provided table, which is likely incomplete or inaccurate in real-world medical scenarios.

2.  **Recommended Medication(s):** Ketamine

3.  **Suggested Medical Test(s):** Radiographic imaging procedure"
