Index,Question,Q_KeyEntities,Q_KGEntities,Answer,A_KeyEntities,A_KGEntities
1011,"Hello doctor, I have been diagnosed with Chagas disease. Could you please suggest the medications that I would need to take? ","['Chagas disease', 'Medications']","['Choledocholithiasis', 'Adderall']",I would prescribe you with a combination of Bactrim and Air for treating the disease. These medications will help in managing the symptoms and controlling the spread of the disease.,"['Bactrim (sulfamethoxazole/trimethoprim)', 'Air (inhaled corticosteroid)', 'Disease management', 'Symptom management']","['Sulfamethoxazole_(Bactrim)', 'Ciclesonide_Nasal', 'Wound_care_management', 'Emotional_symptoms']"
1012,"Doctor, I have been experiencing some numbness and weakness in my arms and legs lately. After some tests, my doctor diagnosed me with Syringomyelia. Can you prescribe any medications to help me cope with my symptoms?","['Numbness', 'Weakness', 'Arms', 'Legs', 'Syringomyelia', 'Medications']","['Loss_of_sensation', 'Weakness', 'Elbow_weakness', 'Feet_turned_in', 'Cysticercosis', 'Adderall']","Yes, for Syringomyelia, I would recommend Gabapentin to help manage the neuropathic pain. I'd suggest also trying Pimecrolimus Topical or Tretinoin Topical to help relieve any skin irritations or itching. Additionally, if you're experiencing difficulty urinating, Triamterene can help. For constipation relief, Bisacodyl and Sennosides may provide some relief. If you're experiencing muscle spasms, Methocarbamol might be an option for you. Lastly, Quinapril can help manage high blood pressure. ","['Gabapentin', 'Pimecrolimus Topical', 'Tretinoin Topical', 'Triamterene', 'Bisacodyl', 'Sennosides', 'Methocarbamol', 'Quinapril', 'Neuropathic pain', 'Skin irritations', 'Difficulty urinating', 'Constipation relief', 'Muscle spasms', 'High blood pressure']","['Gabapentin', 'Pimecrolimus_Topical', 'Tretinoin_Topical', 'Pyrilamine_(Tritan)', 'Bisacodyl_(The_Magic_Bullet)', 'Sennosides', 'Methocarbamol', 'Quinapril', 'Suprapubic_pain', 'Skin_irritation', 'Painful_urination', 'Constipation', 'Arm_cramps_or_spasms', 'Retinopathy_due_to_high_blood_pressure']"
1013,"Doctor, I have been experiencing difficulty in breathing, and my chest feels tight. It's been like this for quite some time now.","['Difficulty in breathing', 'Tightness in chest']","['Difficulty_breathing', 'Chest_tightness']","Alright, based on your symptoms, it seems like you might be suffering from pulmonary fibrosis. We will have to prescribe a few medications that will help manage your condition. The required medications for you are Prednisone, Tiotropium (Spiriva), Oxygen, Mycophenolate Mofetil (Cellcept), Acetylcysteine, Raloxifene (Evista), Pramipexole (Mirapex), Azathioprine, Bosentan (Tracleer), Isoniazid, Etanercept (Enbrel), and Darifenacin (Enablex).","['Pulmonary fibrosis', 'Prednisone', 'Tiotropium (Spiriva)', 'Oxygen', 'Mycophenolate Mofetil (Cellcept)', 'Acetylcysteine', 'Raloxifene (Evista)', 'Pramipexole (Mirapex)', 'Azathioprine', 'Bosentan (Tracleer)', 'Isoniazid', 'Etanercept (Enbrel)', 'Darifenacin (Enablex)']","['Emphysema', 'Prednisone', 'Tiotropium_(Spiriva)', 'Oxygen', 'Mycophenolate_Mofetil_(Cellcept)', 'Acetylcysteine', 'Raloxifene_(Evista)', 'Pramipexole_(Mirapex)', 'Zidovudine', 'Travoprost_(Travatan)', 'Oxaprozin', 'Etanercept_(Enbrel)', 'Darifenacin_(Enablex)']"
1014,"Hi doctor, I have been experiencing shaking and tremors in my hands and legs for some time now.","['Shaking', 'Tremors', 'Hands', 'Legs']","['Sweating', 'Seizures', 'Feet_turned_in', 'Flat_feet']",It sounds like you may have Parkinson's disease. I will prescribe a medication called Ropinirole to help manage your symptoms.,"[""Parkinson's disease"", 'Ropinirole']","['Seizures', 'Ropinirole']"
1015,"Doctor, I've been experiencing severe pain in my big toe and it's been red and swollen. I think I might have something called Gout.","['Severe pain', 'Big toe', 'Redness', 'Swelling', 'Gout']","['Suprapubic_pain', 'Foot_or_toe_lump_or_mass', 'Eye_redness', 'Knee_swelling', 'Joint_pain']","Yes, it sounds like you might have Gout. I am going to prescribe you a medication called Indomethacin to help with the pain and inflammation.(End of conversation)","['Gout', 'Indomethacin', 'Pain', 'Inflammation']","['Joint_pain', 'Indomethacin', 'Headache', 'Spondylitis']"
1016,"Doctor, I have been having ear pain and difficulty hearing for a few days now. I think it might be otitis media. What medication should I take?","['Ear pain', 'Difficulty hearing', 'Otitis media', 'Medication']","['Ear_pain', 'Diminished_hearing', 'Ophthalmologic_and_otologic_diagnosis_and_treatment', 'Adderall']","You should take either Amoxicillin, Augmentin, Cefdinir, Ofloxacin, Cefprozil, Carbamide Peroxide Otic or Cefaclor (Ceclor) to treat otitis media depending on the severity of your condition.","['Amoxicillin', 'Augmentin', 'Cefdinir', 'Ofloxacin', 'Cefprozil', 'Carbamide Peroxide Otic', 'Cefaclor (Ceclor)', 'Otitis media']","['Amoxicillin', 'Augmentin', 'Cefdinir', 'Ofloxacin', 'Ceftriaxone', 'Other_therapeutic_ear_procedures', 'Cefaclor_(Ceclor)', 'Ophthalmologic_and_otologic_diagnosis_and_treatment']"
1017,"I've been struggling with drug abuse, specifically opioids. What medication do you recommend for me?","['Drug abuse', 'Opioids', 'Medication recommendation']","['Drug_abuse', 'Oxycodone', 'Levocetirizine_(Xyzal)']","Based on your condition, I recommend that you take Methadone, Buprenorphine (Suboxone), Naloxone (Suboxone), Naltrexone, Chlordiazepoxide, Paliperidone (Invega), Acamprosate (Campral), Trimipramine, Pergolide, Magnesium Lactate, or Hydrocortisone-Neomycin Topical.","['Methadone', 'Buprenorphine (Suboxone)', 'Naloxone (Suboxone)', 'Naltrexone', 'Chlordiazepoxide', 'Paliperidone (Invega)', 'Acamprosate (Campral)', 'Trimipramine', 'Pergolide', 'Magnesium Lactate', 'Hydrocortisone-Neomycin Topical']","['Methadone', 'Naloxone_(Suboxone)', 'Naltrexone', 'Hydrocodone', 'Chlordiazepoxide', 'Ziprasidone_(Geodon)', 'Acamprosate_(Campral)', 'Imipramine', 'Pergolide', 'Magnesium_Chloride', 'Hydrocortisone-Iodoquinol_Topical']"
1018,"Doctor, I have been feeling very weak lately and my blood count is really low, what could be the issue?","['Feeling weak', 'Low blood count (Anemia)']","['Feeling_ill', 'Hyperkalemia']","It seems like you might have Myelodysplastic syndrome. Since your blood count is low, I would recommend for you to take medications such as Darbepoetin Alfa (Aranesp), Epoetin Alfa (Procrit), and Filgrastim (Neupogen) to help with that. Additionally, since you're also feeling weak, you should take Vitamin B12, Melphalan, Decitabine to help with that. To manage constipation that is common with these medications, I recommend taking Lactulose and Sennosides, Usp (Perdiem) to help. Lastly, I recommend Tiotropium (Spiriva), Granisetron, and Hydroxychloroquine (Plaquenil) to help with any breathing issues and manage any side effects from the other medications.","['Myelodysplastic syndrome', 'Medications Darbepoetin Alfa (Aranesp)', 'Epoetin Alfa (Procrit)', 'and Filgrastim (Neupogen)', 'Vitamin B12', 'Melphalan', 'Decitabine', 'Lactulose and Sennosides', 'Usp (Perdiem)', 'Tiotropium (Spiriva)', 'Granisetron', 'Hydroxychloroquine (Plaquenil)']","['Bone_marrow_transplant_(Bmt)', 'Darbepoetin_Alfa_(Aranesp)', 'Epoetin_Alfa_(Procrit)', 'Filgrastim_(Neupogen)', 'Vitamin_B_12', 'Meloxicam', 'Bumetanide', 'Lactulose', 'Usp_(Perdiem)', 'Tiotropium_(Spiriva)', 'Dolasetron_(Anzemet)', 'Hydroxychloroquine_(Plaquenil)']"
1019,"Doctor, I have a fracture in my shoulder. What medication should I take?","['Shoulder fracture', 'Medication']","['Fracture_of_the_arm', 'Adderall']","You should take Disopyramide, Vecuronium, and Carbidopa.","['Disopyramide', 'Vecuronium', 'and Carbidopa']","['Disopyramide', 'Vecuronium', 'Carbidopa']"
1020," Hi doctor, I have been experiencing some discomfort and pain in my kidneys. I am concerned that I may have acute kidney injury. ","['Kidney pain', 'Discomfort', 'Acute kidney injury. ']","['Symptoms_of_the_kidneys', 'Nausea', 'Injury_to_the_abdomen']","Based on your symptoms, it is important to start treating your acute kidney injury immediately. To help manage your condition, you will need to take a combination of medications, including Allopurinol, Sodium Polystyrene Sulfonate (Kayexalate), Darbepoetin Alfa (Aranesp), Epoetin Alfa (Procrit), Sodium Bicarbonate, Calcitriol, Torsemide, Calcium Acetate, Norepinephrine, Repaglinide (Prandin), Ganciclovir, and Paricalcitol (Zemplar). These medications will help to alleviate your symptoms and promote healing in your kidneys.","['Acute kidney injury', 'Allopurinol', 'Sodium Polystyrene Sulfonate', 'Darbepoetin Alfa', 'Epoetin Alfa', 'Sodium Bicarbonate', 'Calcitriol', 'Torsemide', 'Calcium Acetate', 'Norepinephrine', 'Repaglinide', 'Ganciclovir', 'Paricalcitol', 'Kidney symptoms', 'Healing of kidneys.']","['Injury_to_the_abdomen', 'Allopurinol', 'Sodium_Polystyrene_Sulfonate_(Kayexalate)', 'Darbepoetin_Alfa_(Aranesp)', 'Epoetin_Alfa_(Procrit)', 'Sodium_Bicarbonate', 'Calcitriol', 'Torsemide', 'Calcium_Acetate', 'Epinephrine', 'Repaglinide_(Prandin)', 'Ganciclovir', 'Propofol', 'Symptoms_of_the_kidneys', 'Kidney_function_tests_(Kidney_function_test)']"
1021,"Doctor, I have been feeling a severe headache lately along with nausea and vomiting. When I got checked, I got to know that I have an intracranial abscess. What medications do I need?","['Severe headache', 'Nausea', 'Vomiting', 'Intracranial abscess', 'Medications']","['Headache', 'Nausea', 'Vomiting', 'Intracranial_hemorrhage', 'Adderall']","Your treatment plan will consist of Vancomycin, Dexamethasone Topical Product, Ceftriaxone, Thiopental (Pentothal), Magnesium Oxide, Mannitol, Rocuronium, Cefotaxime, Valproic Acid, Atropine (Uaa), Oxcarbazepine (Trileptal), and Methadone. These medications will help treat your intracranial abscess effectively.","['Vancomycin', 'Dexamethasone Topical Product', 'Ceftriaxone', 'Thiopental (Pentothal)', 'Magnesium Oxide', 'Mannitol', 'Rocuronium', 'Cefotaxime', 'Valproic Acid', 'Atropine (Uaa)', 'Oxcarbazepine (Trileptal)', 'Methadone', 'Intracranial abscess']","['Vancomycin', 'Dexamethasone_Topical_Product', 'Ceftriaxone', 'Pyrilamine_(Tritan)', 'Magnesium_Sulfate', 'Mannitol', 'Rocuronium', 'Cefotaxime', 'Valganciclovir_(Valcyte)', 'Atropine_(Uaa)', 'Oxcarbazepine_(Trileptal)', 'Methadone', 'Intracranial_hemorrhage']"
1022,"Hi doctor, I have been experiencing bleeding gums and bad breath for a while now. I suspect I may have gum disease, what medication do I need to take?","['Bleeding gums', 'Bad breath', 'Gum disease', 'Medication']","['Gum_pain', 'Mouth_dryness', 'Cellulitis_or_abscess_of_mouth', 'Adderall']","Based on your symptoms, the medications you need are Penicillin, Clindamycin, Chlorhexidine Topical, and Benzocaine Topical to help alleviate pain and discomfort. It's important to maintain good dental hygiene practices and follow the dosage instructions given.","['Penicillin', 'Clindamycin', 'Chlorhexidine Topical', 'Benzocaine Topical', 'Pain relief', 'Good dental hygiene practices', 'Dosage instructions']","['Penicillin', 'Clindamycin', 'Chlorhexidine_Topical', 'Benzocaine_Topical', 'Oxycodone', 'Toothache', 'Risedronate_(Actonel)']"
1023,I have an open wound from my surgical incision. What medications do I need to take?,"['Open wound', 'Surgical incision', 'Medications']","['Open_wound_of_the_hip', 'Incision_and_drainage_(I_d)', 'Adderall']","You'll need to take 'Cellulose', 'Collagenase Topical', 'Silver Nitrate Topical Each', and 'Metronidazole Topical Product' for your wound.","['Cellulose', 'Collagenase Topical', 'Silver Nitrate Topical Each', 'Metronidazole Topical Product', 'Wound']","['Cellulose', 'Collagenase_Topical', 'Silver_Nitrate_Topical_Each', 'Metronidazole_Topical_Product', 'Culture_wound']"
1024,I am having a gastrointestinal hemorrhage. What medication do I need to take?,"['Gastrointestinal hemorrhage', 'Medication']","['Intracranial_hemorrhage', 'Adderall']","You will need to take Pantoprazole, Sodium Polystyrene Sulfonate (Kayexalate), Octreotide, Vitamin K 1 (Mephyton), Dopamine, Glucagon, Glycerin (Fleet), Benzocaine Topical, Ferric Oxide, Saccharated (Venofer), Guar Gum, Pemoline, and Dexmedetomidine (Precedex).","['Pantoprazole', 'Sodium Polystyrene Sulfonate (Kayexalate)', 'Octreotide', 'Vitamin K 1 (Mephyton)', 'Dopamine', 'Glucagon', 'Glycerin (Fleet)', 'Benzocaine Topical', 'Ferric Oxide', 'Saccharated (Venofer)', 'Guar Gum', 'Pemoline', 'Dexmedetomidine (Precedex)']","['Rabeprazole_(Aciphex)', 'Sodium_Polystyrene_Sulfonate_(Kayexalate)', 'Phenazopyridine_(Azo)', 'Vitamin_K_1_(Mephyton)', 'Dopamine', 'Glucagon', 'Nitroglycerin', 'Benzocaine_Topical', 'Ferric_Oxide', 'Saccharated_(Venofer)', 'Guar_Gum', 'Nortriptyline', 'Methsuximide_(Celontin)']"
1025,"Hi doctor, I have been experiencing a lot of redness and flakes on my scalp, eyebrows and around my nose. I also have some itchiness. I think I might have seborrheic dermatitis.","['Redness on scalp', 'Flakes on scalp', 'Redness around nose', 'Flakes around nose', 'Redness on eyebrows', 'Flakes on eyebrows', 'Itchiness', 'Seborrheic dermatitis']","['Itchy_scalp', 'Dry_or_flaky_scalp', 'Eye_redness', 'Nasal_congestion', 'Redness_in_ear', 'Mass_on_eyelid', 'Itching_of_skin', 'Skin_irritation']","Yes, it sounds like you have seborrheic dermatitis. For treatment, I am going to prescribe you some topical medications like ketoconazole, hydrocortisone topical, selenium sulfide topical, betamethasone topical product, desonide topical, and salicylic acid topical to help with the inflammation and flakiness. Additionally, I also recommend getting vaccinated with the pneumococcal 7-valent and rotavirus vaccines to help prevent any further complications.","['Seborrheic dermatitis', 'Ketoconazole', 'Hydrocortisone topical', 'Selenium sulfide topical', 'Betamethasone topical product', 'Desonide topical', 'Salicylic acid topical', 'Pneumococcal 7-valent vaccine', 'Rotavirus vaccine']","['Skin_irritation', 'Ketoconazole', 'Hydrocortisone-Iodoquinol_Topical', 'Selenium_Sulfide_Topical', 'Betamethasone_Topical_Product', 'Desoximetasone_Topical', 'Salicylic_Acid_Topical', 'Pneumococcal_7-Valent_Conjugate_Vaccine_(Prevnar)', 'Rotavirus_Vaccines_(Rotavirus_Vaccine)']"
1026,"Doctor, I have been struggling with drug abuse, specifically methamphetamine. Can you prescribe me medications that can help me overcome this addiction?","['Drug abuse', 'Methamphetamine addiction', 'Medications to overcome addiction']","['Drug_abuse', 'Methadone', 'Adderall']","Yes, I can prescribe a combination of medications to help you. You will need haloperidol to manage the withdrawal symptoms and Emtricitabine-Tenofovir to reduce the risk of contracting HIV, which is common among drug users. Temazepam can also help with anxiety and sleep problems. Benztropine is another medication that can treat certain side effects of methamphetamine use. Additionally, Tetrahydrocannabinol (Marinol) is recommended for appetite stimulation. Atazanavir (Reyataz), Ziprasidone (Geodon), Lamivudine, and Ritonavir (Norvir) can also be used in combination for managing severe symptoms. Lastly, testosterone replacement therapy may be considered to help with overall physical health.","['Haloperidol', 'Emtricitabine-Tenofovir (Truvada)', 'Temazepam', 'Benztropine (Cogentin)', 'Tetrahydrocannabinol (Marinol)', 'Atazanavir (Reyataz)', 'Ziprasidone (Geodon)', 'Lamivudine', 'Ritonavir (Norvir)', 'Testosterone replacement therapy']","['Haloperidol', 'Travoprost_(Travatan)', 'Temazepam', 'Benztropine', 'Cannabis_(Schedule_I_Substance)', 'Candesartan_(Atacand)', 'Ziprasidone_(Geodon)', 'Lamotrigine_(Lamictal)', 'Nelfinavir_(Viracept)', 'Testosterone']"
1027,"Hi Doctor, I have been experiencing a lot of neck pain and stiffness for the past few days. I was also told by another doctor that I have torticollis. What medications should I be taking? ","['Neck pain', 'Stiffness', 'Torticollis', 'Medications']","['Neck_pain', 'Stiffness_all_over', 'Arthrocentesis', 'Adderall']","The medications that can be used to manage torticollis include Cyclobenzaprine, Diazepam (Valium), Botulinum Toxin Type A (Botox), Orphenadrine (Flexon), Rotavirus Vaccines (Rotavirus Vaccine), Botulism Antitoxin, Sumatriptan (Imitrex), Eletriptan (Relpax), Frovatriptan (Frova), and Trihexyphenidyl (Artane). Depending on your specific case, we can decide what medication would suit you best.","['Cyclobenzaprine', 'Diazepam (Valium)', 'Botulinum Toxin Type A (Botox)', 'Orphenadrine (Flexon)', 'Rotavirus Vaccines (Rotavirus Vaccine)', 'Botulism Antitoxin', 'Sumatriptan (Imitrex)', 'Eletriptan (Relpax)', 'Frovatriptan (Frova)', 'and Trihexyphenidyl (Artane)']","['Cyclobenzaprine', 'Diazepam_(Valium)', 'Botulinum_Toxin_Type_A_(Botox)', 'Orphenadrine_(Flexon)', 'Rotavirus_Vaccines_(Rotavirus_Vaccine)', 'Rimabotulinumtoxinb_(Myobloc)', 'Sumatriptan_(Imitrex)', 'Almotriptan_(Axert)', 'Rizatriptan_(Maxalt)', 'Phenylephrine_(Duramax)']"
